state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
co,2013A,lower,HB 13-1004,Colorado Careers Act Of 2013,10:22.3,04:19.2,bill,
co,2013A,lower,HB 13-1005,Basic Ed & Career & Tech Ed Pilot Program,10:22.3,04:23.1,bill,
co,2013A,lower,HB 13-1006,K-12 Breakfast After The Bell Nutrition Program,10:22.3,29:22.1,bill,
co,2013A,lower,HB 13-1007,Early Childhood & School Readiness Leg Commission,10:22.3,29:43.5,bill,
co,2013A,lower,HB 13-1008,Preference In Hiring For Disabled Veteran's Spouse,10:22.3,01:21.8,bill,
co,2013A,lower,HB 13-1009,Refund Deadline For Overpaid Sales & Use Tax,10:22.3,10:50.8,bill,
co,2013A,lower,HB 13-1010,Procurement Of Stationery Supplies By Counties,10:22.3,02:17.2,bill,
co,2013A,lower,HB 13-1011,Repeal Fee Veteran's Identifier Driver's License,10:22.3,16:45.9,bill,
co,2013A,lower,HB 13-1012,Extend Wildfire Mitigation Financial Incentives,10:22.3,16:48.0,bill,
co,2013A,lower,HB 13-1013,Protect Water Right Ownership Rights,10:22.3,29:25.2,bill,
co,2013A,lower,HB 13-1014,Relocating Newspaper Theft,10:22.3,02:23.3,bill,
co,2013A,lower,HB 13-1015,Disclose Mental Health Claims All-payer Database,10:22.4,05:25.9,bill,
co,2013A,lower,HB 13-1016,Payment POD Accounts To Beneficiaries,10:22.4,33:27.5,bill,
co,2013A,lower,HB 13-1017,Notice Of Home Loan Mod & Servicer Honor Terms,10:22.4,05:31.1,bill,
co,2013A,lower,HB 13-1018,Beneficial Use Produced Water Dust Suppression,10:22.4,58:22.2,bill,
co,2013A,lower,HB 13-1019,Regulatory Reform Act,10:22.4,47:20.5,bill,
co,2013A,lower,HB 13-1020,Testing Evidence Of Sexual Assault,10:22.4,30:09.8,bill,
co,2013A,lower,HB 13-1021,Improving School Attendance,10:22.4,04:56.0,bill,
co,2013A,lower,HB 13-1022,Proof Of Motor Vehicle Insurance,10:22.4,28:42.2,bill,
co,2013A,lower,HB 13-1023,Academic Acceleration School District Policy,10:22.4,11:22.9,bill,
co,2013A,lower,HB 13-1024,Income Tax Mod For Mil Family Relief Fund Grants,10:22.4,05:45.8,bill,
co,2013A,lower,HB 13-1025,Deductible Workers' Compensation Insurance,10:22.4,28:50.4,bill,
co,2013A,lower,HB 13-1026,WICHE Equipment & Renovation Fee Approp Reqmnt,10:22.4,01:57.3,bill,
co,2013A,lower,HB 13-1027,PUC Director Report To GA On Rate Cases,10:22.4,15:51.6,bill,
co,2013A,lower,HB 13-1028,Vehicle Special License Plate Limit,10:22.4,47:29.2,bill,
co,2013A,lower,HB 13-1029,"Define ""Must"" ""Shall"" In Colorado Revised Statutes",10:22.4,02:50.2,bill,
co,2013A,lower,HB 13-1030,Transportation Commission Members,10:22.4,47:30.9,bill,
co,2013A,lower,HB 13-1031,All-hazards Resource Mobilization & Reimbursement,10:22.5,30:47.8,bill,
co,2013A,lower,HB 13-1032,Offenses Against Unborn Children,10:22.5,47:32.5,bill,
co,2013A,lower,HB 13-1033,Abortion Ban,10:22.5,47:33.0,bill,
co,2013A,lower,HB 13-1034,Update Wholesale Farm Product Commodity Marketing,10:22.5,02:06.4,bill,
co,2013A,lower,HB 13-1035,Add One Judge To 5th And 9th Judicial Districts,10:22.5,03:02.8,bill,
co,2013A,lower,HB 13-1036,Authority Of Local Improvement District,10:22.5,30:45.8,bill,
co,2013A,lower,HB 13-1037,Cost Of Providing Public Records Under CORA,10:22.5,47:38.8,bill,
co,2013A,lower,HB 13-1038,Voting Rights Persons In Youth Corrections Custody,10:22.5,06:16.1,bill,
co,2013A,lower,HB 13-1039,Moneys Credited To Legislative Dept Cash Fund,10:22.5,28:57.0,bill,
co,2013A,lower,HB 13-1040,PERA Highest Average Salary,10:22.5,47:42.3,bill,
co,2013A,lower,HB 13-1041,Procedures For Transmission Of Records Under CORA,10:22.5,58:58.7,bill,
co,2013A,lower,HB 13-1042,State Income Tax Deduction Disallowed By IRC 280E,10:22.5,05:36.9,bill,
co,2013A,lower,HB 13-1043,Modify Definition Of Deadly Weapon,10:22.5,06:26.3,bill,
co,2013A,lower,HB 13-1044,Authorize Graywater Use,10:22.5,31:13.0,bill,
co,2013A,lower,HB 13-1045,Prohibit State Aid To NDAA Investigations,10:22.5,56:04.0,bill,
co,2013A,lower,HB 13-1046,Employee User Name Password Privacy Protection,10:22.5,31:20.9,bill,
co,2013A,lower,HB 13-1047,Extracurricular Participation Across Sch Districts,10:22.5,29:43.9,bill,
co,2013A,lower,HB 13-1048,Deadly Force Against Intruder At A Business,10:22.5,47:49.8,bill,
co,2013A,lower,HB 13-1049,Public Trustee In Counties Of First & Second Class,10:22.5,53:11.7,bill,
co,2013A,lower,HB 13-1050,SOS Cancellation Of Noncitizen Voter Regis Records,10:22.5,47:50.9,bill,
co,2013A,lower,HB 13-1051,Public Trustee For City And County Of Denver,10:22.5,02:28.0,bill,
co,2013A,lower,HB 13-1052,Nonattorneys Representing Closely Held Entities,10:22.6,06:43.4,bill,
co,2013A,lower,HB 13-1053,Repeal District Court Clerk Bonds,10:22.6,06:45.8,bill,
co,2013A,lower,HB 13-1054,Lessen Unempl Ins Benefit Reduction Retirement,10:22.6,17:53.2,bill,
co,2013A,lower,HB 13-1055,Colorado Works Redetermination Of Eligibility,10:22.6,03:44.0,bill,
co,2013A,lower,HB 13-1056,Advanced Placement Incentives Pilot Program,10:22.6,28:28.1,bill,
co,2013A,lower,HB 13-1057,Retain Avalanche Information Center In DNR,10:22.6,47:57.8,bill,
co,2013A,lower,HB 13-1058,Determination Of Spousal Maintenance Upon Divorce,10:22.6,31:48.3,bill,
co,2013A,lower,HB 13-1059,Telecom Services Equipment Sales Tax Exemption,10:22.6,26:48.0,bill,
co,2013A,lower,HB 13-1060,Raise Maximum Municipal Court Fine,10:22.6,27:35.2,bill,
co,2013A,lower,HB 13-1061,Responsible Medical Marijuana Vendor Standards,10:22.6,18:06.1,bill,
co,2013A,lower,HB 13-1062,Regulation Public Insurance Adjusters,10:22.6,12:32.0,bill,
co,2013A,lower,HB 13-1063,Emer Service Providers Critical Care Endorsement,10:22.6,04:01.1,bill,
co,2013A,lower,HB 13-1064,Publish Local Government Legal Notices On-line,10:22.6,48:05.2,bill,
co,2013A,lower,HB 13-1065,Federal Professionals Mental Health Authority,10:22.6,07:13.5,bill,
co,2013A,lower,HB 13-1066,Preservation Of Religious Freedom,10:22.6,50:22.5,bill,
co,2013A,lower,HB 13-1067,Cancel Primary Major Pol Party No Contested Races,10:22.6,19:59.2,bill,
co,2013A,lower,HB 13-1068,On-site Inspections Of Medicaid Providers,10:22.6,18:19.2,bill,
co,2013A,lower,HB 13-1069,Small Business Fiscal Impact Statements,10:22.7,48:09.2,bill,
co,2013A,lower,HB 13-1070,Enactment Of 2012 CRS,11:16.5,04:13.9,bill,
co,2013A,lower,HB 13-1071,Register Collector's Motor Vehicles,11:16.5,32:48.9,bill,
co,2013A,lower,HB 13-1072,Public Trustees Crime Insurance Coverage,11:16.5,04:17.3,bill,
co,2013A,lower,HB 13-1073,Portability Of Nonprobationary Teacher Status,11:16.5,48:13.4,bill,
co,2013A,lower,HB 13-1074,CDPHE Primary Care Office,11:16.5,31:02.3,bill,
co,2013A,lower,HB 13-1075,Legislative Review Of Executive Branch Rules,11:17.7,48:14.7,bill,
co,2013A,lower,HB 13-1076,No POST Certification For CBI Director,11:17.7,03:01.4,bill,
co,2013A,lower,HB 13-1077,Illegal Traffic Stops License Revocation Hearings,11:17.7,32:22.9,bill,
co,2013A,lower,HB 13-1078,Repeal Colorado Health Benefit Exchange,11:17.7,48:17.0,bill,
co,2013A,lower,HB 13-1079,Creation Of The Joint Technology Committee,11:17.7,34:58.6,bill,
co,2013A,lower,HB 13-1080,Aircraft Manufacturer Employee Income Tax Credit,11:17.7,32:29.4,bill,
co,2013A,lower,HB 13-1081,Comprehensive Human Sexuality K-12 Education,19:02.6,06:51.1,bill,
co,2013A,lower,HB 13-1082,Expunging Juvenile Delinquency Records,19:02.6,35:07.9,bill,
co,2013A,lower,HB 13-1083,Motorcycle Operator Safety Training Program,19:02.6,17:27.0,bill,
co,2013A,lower,HB 13-1084,Child Care License Status When New FEIN Is Issued,19:02.6,09:48.0,bill,
co,2013A,lower,HB 13-1085,Change Possession Of Weapons By Previous Offender,19:02.6,16:18.7,bill,
co,2013A,lower,HB 13-1086,Preparation Of Record County Court Appeals,19:02.6,36:53.2,bill,
co,2013A,lower,HB 13-1087,Membership Human Services Allocation Committees,19:02.6,07:52.6,bill,
co,2013A,lower,HB 13-1088,Office Of Health Equity CDPHE,19:02.6,07:55.5,bill,
co,2013A,lower,HB 13-1089,Academic Freedom Acts,19:02.6,48:26.7,bill,
co,2013A,lower,HB 13-1090,Construction Contractor Subcontractor Prompt Pay,19:25.0,57:11.9,bill,
co,2013A,lower,HB 13-1091,Heavy-duty Diesel Emissions Testing Alternative,19:25.0,18:55.1,bill,
co,2013A,lower,HB 13-1092,Limit Approp To Executive Branch For Org Fees,19:25.0,54:43.7,bill,
co,2013A,lower,HB 13-1093,Bidding For Local Government Procurement Contracts,19:25.0,48:28.6,bill,
co,2013A,lower,HB 13-1094,Tax Credit For School-related Expenditures,19:25.0,48:29.1,bill,
co,2013A,lower,HB 13-1095,Home School Students Participation In Activities,19:25.0,31:48.9,bill,
co,2013A,lower,HB 13-1096,Waste Tire Recycling Agricultural & Beneficial Use,19:25.0,50:59.8,bill,
co,2013A,lower,HB 13-1097,Duties Of Coroners,19:25.0,19:01.0,bill,
co,2013A,lower,HB 13-1098,Colorado Mandatory E-verify Act,19:25.0,51:01.5,bill,
co,2013A,lower,HB 13-1099,Public Administrators Accountability Act,19:25.1,48:33.1,bill,
co,2013A,lower,HB 13-1100,Ballot Title Standard,19:25.1,48:34.1,bill,
co,2013A,lower,HB 13-1101,Progressive Raffles,19:25.1,32:15.8,bill,
co,2013A,lower,HB 13-1102,Gift Card Exemption From Unclaimed Prop Act,19:25.1,08:19.1,bill,
co,2013A,lower,HB 13-1103,PUC Oversight Of Rail Fixed Guideway System,19:25.5,19:08.7,bill,
co,2013A,lower,HB 13-1104,Mental Hlth Profl Oral Disclosure Peer Assist,20:50.6,17:53.4,bill,
co,2013A,lower,HB 13-1105,Energy Saving Mortgage Program,20:50.6,07:31.0,bill,
co,2013A,lower,HB 13-1106,Prohibit Discrimination Labor Union Participation,20:50.6,51:11.6,bill,
co,2013A,lower,HB 13-1107,Prohibit Collective Bargaining Public Employees,20:50.6,51:13.2,bill,
co,2013A,lower,HB 13-1108,Mun Annexation & Fire Protection Districts,20:50.6,55:08.9,bill,
co,2013A,lower,HB 13-1109,Apply Protection Orders To Parolees,20:50.6,08:37.8,bill,
co,2013A,lower,HB 13-1110,Special Fuel Tax & Electric Vehicle Fee,20:50.6,33:30.4,bill,
co,2013A,lower,HB 13-1111,Regulate Naturopathic Doctors,20:50.6,34:36.8,bill,
co,2013A,lower,HB 13-1112,Open Records Request Passive Traffic Cameras,20:50.7,55:15.3,bill,
co,2013A,lower,HB 13-1113,Alternate Prop Tax Protest & Appeal Procedure,20:50.7,3/14/13 1:03,bill,
co,2013A,lower,HB 13-1114,Inferences For Marijuana And Driving Offenses,20:50.7,31:01.6,bill,
co,2013A,lower,HB 13-1115,CoverColorado Repeal,20:50.7,07:48.0,bill,
co,2013A,lower,HB 13-1116,Allocation Of Sales & Use Tax Revenues To HUTF,20:50.7,48:51.6,bill,
co,2013A,lower,HB 13-1117,Alignment Of Child Development Programs,20:50.7,34:26.7,bill,
co,2013A,lower,HB 13-1118,Issuing IDs To Retired Peace Officers,20:50.7,18:10.7,bill,
co,2013A,lower,HB 13-1119,Veteran's Identification Card And Driver's License,20:50.8,33:39.6,bill,
co,2013A,lower,HB 13-1120,Eliminate Conservation Easement Disputed For Taxes,20:50.8,48:58.0,bill,
co,2013A,lower,HB 13-1121,Pharmacist Substitute Biosimilar Products,20:50.9,32:50.4,bill,
co,2013A,lower,HB 13-1122,Incentive Well Sev Tax Holiday & Higher Ed Funding,20:50.9,51:28.4,bill,
co,2013A,lower,HB 13-1123,Waive Confidentiality Unemployment Benefits,20:50.9,32:32.5,bill,
co,2013A,lower,HB 13-1124,Reduce Unempl Ins Overpayments,20:50.9,19:36.1,bill,
co,2013A,lower,HB 13-1125,Impound Livestock Veterinarian Determination,20:50.9,55:46.9,bill,
co,2013A,lower,HB 13-1126,Seven-day Court Time Intervals,20:50.9,14:10.7,bill,
co,2013A,lower,HB 13-1127,Defendant Burden Not Guilty Reason Of Insanity,20:50.9,55:43.2,bill,
co,2013A,lower,HB 13-1128,Exclude Clean Counties From Enhanced Emission Area,20:50.9,54:58.7,bill,
co,2013A,lower,HB 13-1129,Evidence-based Practices For Offender Services,20:50.9,33:55.3,bill,
co,2013A,lower,HB 13-1130,Reapprove Interruptible Water Supply Agreements,20:50.9,35:18.1,bill,
co,2013A,lower,HB 13-1131,Ban Sex-selection Abortions,20:50.9,54:16.6,bill,
co,2013A,lower,HB 13-1132,Highway Vehicle Weight Limits,20:50.9,14:17.5,bill,
co,2013A,lower,HB 13-1133,Plumbing And Electrical Inspections Schools,20:50.9,55:04.2,bill,
co,2013A,lower,HB 13-1134,HOA Information Resource Ctr Annual Registration,20:50.9,34:03.5,bill,
co,2013A,lower,HB 13-1135,Voter Preregistration At Age 16,20:50.9,34:06.0,bill,
co,2013A,lower,HB 13-1136,Job Protection Civil Rights Enforcement Act 2013,20:51.0,35:04.2,bill,
co,2013A,lower,HB 13-1137,Lot Restrictions For BOCC Auth Over Weed Removal,20:51.0,05:47.6,bill,
co,2013A,lower,HB 13-1138,Authorize Benefit Corporations,20:51.0,34:31.2,bill,
co,2013A,lower,HB 13-1139,Repeal Various Obsolete Entities,20:51.0,19:55.0,bill,
co,2013A,lower,HB 13-1140,Establishment Of CO Independent Tax Appeal Court,20:51.1,57:15.5,bill,
co,2013A,lower,HB 13-1141,Transfer Of Coroners Standards & Training Board,20:51.1,55:08.9,bill,
co,2013A,lower,HB 13-1142,Urban And Rural Enterprise Zone Act Reforms,20:51.1,34:38.4,bill,
co,2013A,lower,HB 13-1143,Adopt Model Mobile Workforce Income Tax Statute,20:51.1,57:51.2,bill,
co,2013A,lower,HB 13-1144,Eliminate Cigarette Sales & Use Tax Exemption,20:51.1,08:37.8,bill,
co,2013A,lower,HB 13-1145,Admin Of Senior & Veterans Property Tax Exemptions,20:51.1,20:04.7,bill,
co,2013A,lower,HB 13-1146,ID Theft Victim CBI Records Challenge,20:51.1,10:00.1,bill,
co,2013A,lower,HB 13-1147,Voter Registration At Public Higher Ed Institution,20:51.2,31:00.8,bill,
co,2013A,lower,HB 13-1148,Aggravating Sentence Enhancement Provisions,20:51.2,11:26.0,bill,
co,2013A,lower,HB 13-1149,Jessica's Law Mandatory Sentence,20:51.2,56:05.1,bill,
co,2013A,lower,HB 13-1150,Sales & Use Tax Holiday Disaster-preparedness Item,20:51.2,55:19.5,bill,
co,2013A,lower,HB 13-1151,Sales & Use Tax Holiday For Higher Ed Textbooks,20:51.2,55:20.1,bill,
co,2013A,lower,HB 13-1152,Nursing Facility Per Diem Rates,27:27.2,35:33.6,bill,
co,2013A,lower,HB 13-1153,Ownership Tax Rental Mobile Machinery Electronic,27:27.3,34:40.5,bill,
co,2013A,lower,HB 13-1154,Crimes Against Pregnant Women Act,27:27.6,36:29.7,bill,
co,2013A,lower,HB 13-1155,Correct HB12-1268 Provisions That Effect Transfers,32:04.3,06:51.7,bill,
co,2013A,lower,HB 13-1156,Adult Pretrial Diversion Program,32:04.3,08:57.6,bill,
co,2013A,lower,HB 13-1157,Uniform State Law Governs Remittance Transfers,32:04.3,20:21.8,bill,
co,2013A,lower,HB 13-1158,Cottage Foods Act,32:04.4,20:23.6,bill,
co,2013A,lower,HB 13-1159,Use Cell Phones To Present Evidence Of Insurance,32:04.4,20:25.9,bill,
co,2013A,lower,HB 13-1160,Consolidate Theft Statutes With New Penalties,32:04.4,36:51.0,bill,
co,2013A,lower,HB 13-1161,Daily Vehicle Rental Fee Exemption,32:04.4,22:08.2,bill,
co,2013A,lower,HB 13-1162,Concealed Handgun Carry No Permit,32:04.4,56:28.2,bill,
co,2013A,lower,HB 13-1163,Sexual Assault Victim Emergency Payment Program,35:52.2,35:03.0,bill,
co,2013A,lower,HB 13-1164,Extend Unwanted Horse Tax Checkoff,35:52.2,15:06.2,bill,
co,2013A,lower,HB 13-1165,Creation Of A Manufacturing Career Pathway,35:52.2,09:23.7,bill,
co,2013A,lower,HB 13-1166,Repeal Crimes With Marital Status As Element,35:52.2,15:09.3,bill,
co,2013A,lower,HB 13-1167,Secretary Of State Collect Business Information,35:52.3,36:08.4,bill,
co,2013A,lower,HB 13-1168,Recognize Unincorporated Acequia Ditches,35:52.3,19:24.0,bill,
co,2013A,lower,HB 13-1169,No Background Check With Concealed Carry Permit,35:52.3,56:35.7,bill,
co,2013A,lower,HB 13-1170,Policies Allowing Concealed Carry In Public School,35:52.3,56:40.8,bill,
co,2013A,lower,HB 13-1171,Emergency Use Of Epinephrine Injectors In Schools,35:52.3,09:34.9,bill,
co,2013A,lower,HB 13-1172,K-12 Public School Accountability,41:05.4,57:41.8,bill,
co,2013A,lower,HB 13-1173,Reduce Approp For Legislative Liaison Salaries,41:05.4,56:45.1,bill,
co,2013A,lower,HB 13-1174,Business Personal Property Tax Exemptions,41:05.4,55:42.2,bill,
co,2013A,lower,HB 13-1175,Higher Ed Funding Before Medicaid Expansion,41:05.5,56:39.2,bill,
co,2013A,lower,HB 13-1176,Income Tax Credits For Nonpublic Education,41:05.5,56:39.8,bill,
co,2013A,lower,HB 13-1177,Business Personal Property Tax Exemption,41:05.5,55:46.2,bill,
co,2013A,lower,HB 13-1178,Reform Laws Alcohol Beverage Sales,41:05.5,52:17.2,bill,
co,2013A,lower,HB 13-1179,Agency & OSPB Deadlines To Submit Approp Documents,41:05.5,31:54.7,bill,
co,2013A,lower,HB 13-1180,Allocation Of Tobacco Litigation Settlement Moneys,41:05.5,35:27.7,bill,
co,2013A,lower,HB 13-1181,Tobacco Program Cash Funds,41:05.5,15:23.8,bill,
co,2013A,lower,HB 13-1182,Legislative Digital Policy Advisory Committee,41:05.5,09:48.7,bill,
co,2013A,lower,HB 13-1183,Extend Conservation Easement Tax Credit Cap,41:05.6,09:51.1,bill,
co,2013A,lower,HB 13-1184, Supplier Database Cash Fund,41:05.6,15:30.8,bill,
co,2013A,lower,HB 13-1185,Low-income Energy Assistance Transfer From Sev Tax,41:05.6,15:32.8,bill,
co,2013A,lower,HB 13-1186,Special District Meetings Notices & Transparency,41:05.6,21:03.5,bill,
co,2013A,lower,HB 13-1187,No New Federal Firearm Laws,41:05.6,56:48.8,bill,
co,2013A,lower,HB 13-1188,Coordinated Response To Federal Land Decisions,41:05.7,01:25.4,bill,
co,2013A,lower,HB 13-1189,Exempt Bus Personal Property Purchased In 2014,41:05.7,55:17.3,bill,
co,2013A,lower,HB 13-1190,Contrib To Intermediary Org For Enter Zone Project,41:05.7,36:45.1,bill,
co,2013A,lower,HB 13-1191,Nutrient Grant Domestic Wastewater Treatment Plant,41:05.7,36:00.7,bill,
co,2013A,lower,HB 13-1192,Genetically Engineered Food Labeling,41:05.7,56:04.5,bill,
co,2013A,lower,HB 13-1193,Advanced Industries Export Acceleration Program,41:19.2,10:07.1,bill,
co,2013A,lower,HB 13-1194,In-state Tuition For Military Dependants,41:19.2,10:09.4,bill,
co,2013A,lower,HB 13-1195,Human Trafficking,41:19.2,10:12.1,bill,
co,2013A,lower,HB 13-1196,Report Waste-prevention Methods Accountable Care,41:19.2,36:03.2,bill,
co,2013A,lower,HB 13-1197,Prohibit Certain Debt Collection Activities By DPA,41:19.3,57:31.9,bill,
co,2013A,lower,HB 13-1198,Colorado Commission Of Indian Affairs,41:19.3,15:47.7,bill,
co,2013A,lower,HB 13-1199,Nursing Home Provider Fee Statute ,41:19.3,15:51.0,bill,
co,2013A,lower,HB 13-1200,Uniform Deployed Parents Custody Visitation Act,41:19.3,36:11.2,bill,
co,2013A,lower,HB 13-1201,Relief When Election Contestor Shows Illegal Votes,41:19.3,58:20.5,bill,
co,2013A,lower,HB 13-1202,Counseling Relating To Scope Of Treatment Medicaid,41:19.3,21:21.7,bill,
co,2013A,lower,HB 13-1203,List Of Contracts Between Political Subdivisions,41:19.3,11:47.1,bill,
co,2013A,lower,HB 13-1204,Uniform Premarital And Marital Agreements Act,41:19.3,38:47.6,bill,
co,2013A,lower,HB 13-1205,Investment Of State Moneys By The State Treasurer,41:19.3,34:46.1,bill,
co,2013A,lower,HB 13-1206,Expand Authority For Business Incentive Agreements,41:19.3,38:53.3,bill,
co,2013A,lower,HB 13-1207,Political Party Pays For Uncontested Primary,41:19.4,58:10.1,bill,
co,2013A,lower,HB 13-1208,Incentives Offered By Creative Districts,41:19.4,33:33.3,bill,
co,2013A,lower,HB 13-1209,Child Support Revisions,41:19.4,21:33.7,bill,
co,2013A,lower,HB 13-1210,Right To Legal Counsel In Plea Negotiations,41:19.4,10:43.2,bill,
co,2013A,lower,HB 13-1211,English Language Proficiency Programs,41:19.4,33:48.1,bill,
co,2013A,lower,HB 13-1212,Local Authority To Form Job Creation Districts,41:19.4,35:49.4,bill,
co,2013A,lower,HB 13-1213,Uniform Asset-freezing Orders Act,41:19.4,59:18.3,bill,
co,2013A,lower,HB 13-1214,Felony For Repeat DUI Offenders,41:19.4,39:54.0,bill,
co,2013A,lower,HB 13-1215,Restrict Minors Access Artificial Tanning Devices,48:54.9,36:49.0,bill,
co,2013A,lower,HB 13-1216,Incentives for Distributed Energy,48:55.7,34:31.1,bill,
co,2013A,lower,HB 13-1217,Parole Eligibility Vehicular Homicide,48:56.6,23:19.1,bill,
co,2013A,lower,HB 13-1218,Office Consumer Counsel Duties,48:57.5,58:37.5,bill,
co,2013A,lower,HB 13-1219,Statutory Changes To K-12 Education,48:58.8,21:42.3,bill,
co,2013A,lower,HB 13-1220,Confidentiality K-12 Educator Performance Data,48:59.6,37:53.0,bill,
co,2013A,lower,HB 13-1221,Standards For The Audit Of Pharmacies,49:48.8,21:46.1,bill,
co,2013A,lower,HB 13-1222,Family Care Act Family Medical Leave Eligibility,50:16.3,37:59.2,bill,
co,2013A,lower,HB 13-1223,Carriers Requirement To Submit Cost,50:17.2,35:14.8,bill,
co,2013A,lower,HB 13-1224,Prohibiting Large-capacity Ammunition Magazines,50:18.2,13:25.7,bill,
co,2013A,lower,HB 13-1225,Homeowner's Insurance Reform Act,50:19.5,37:02.7,bill,
co,2013A,lower,HB 13-1226,No Concealed Carry At Colleges,50:21.2,07:27.1,bill,
co,2013A,lower,HB 13-1227,Income Protection Act,50:22.1,12:27.6,bill,
co,2013A,lower,HB 13-1228,Payment For Background Checks For Gun Transfers,50:23.1,13:34.5,bill,
co,2013A,lower,HB 13-1229,Background Checks For Gun Transfers,50:24.2,13:38.8,bill,
co,2013A,lower,HB 13-1230,Compensation For Persons Wrongly Incarcerated,56:32.4,39:59.8,bill,
co,2013A,lower,HB 13-1231,Prohibit Routine Dairy Cattle Tail Docking,56:32.8,16:44.4,bill,
co,2013A,lower,HB 13-1232,Warrior Transition Battalion Fishing Licenses ,56:34.2,22:04.5,bill,
co,2013A,lower,HB 13-1233,Insurance Transactions Foreign Language,56:36.2,37:20.7,bill,
co,2013A,lower,HB 13-1234,Lease-purchase Authority For DOA Ofc Consolidation,57:13.8,37:22.7,bill,
co,2013A,lower,HB 13-1235,Valuations Of Property Prior To State Purchase,57:14.5,40:16.5,bill,
co,2013A,lower,HB 13-1236,Best Practices In Bond Setting,56:35.4,37:27.2,bill,
co,2013A,lower,HB 13-1237,Special Olympics Colorado Tax Checkoff,57:31.6,34:28.9,bill,
co,2013A,lower,HB 13-1238,Transfer Funds For Med Marijuana Enforcement,58:18.5,11:33.0,bill,
co,2013A,lower,HB 13-1239,Creation Of A Statewide Youth Development Plan,56:50.3,11:35.8,bill,
co,2013A,lower,HB 13-1240,Penalties For Persistent Drunk Drivers,57:31.5,11:39.0,bill,
co,2013A,lower,HB 13-1241,Statewide Victim Information & Notification System,58:15.7,11:41.8,bill,
co,2013A,lower,HB 13-1242,Repeal Mandatory Sentence Bail Condition Violation,56:10.0,46:00.8,bill,
co,2013A,lower,HB 13-1243,Court Orders For Parenting Time Findings Of Fact,59:48.5,33:54.4,bill,
co,2013A,lower,HB 13-1244,Continuation Of Ed Success Task Force,01:46.7,35:55.9,bill,
co,2013A,lower,HB 13-1245,Funding Colorado Health Benefit Exchange,01:48.0,11:49.2,bill,
co,2013A,lower,HB 13-1246,Modify Prop Tax Exemptions For Nonprofit Orgs,03:09.8,37:50.7,bill,
co,2013A,lower,HB 13-1247,Innovative Motor Vehicle Income Tax Credit,03:11.8,37:08.6,bill,
co,2013A,lower,HB 13-1248,Irrigation Water Leasing Municipal Pilot Projects,03:13.7,37:55.1,bill,
co,2013A,lower,HB 13-1249,Foreclosure Sale & Loan Mod Document Requirements,03:15.5,24:54.9,bill,
co,2013A,lower,HB 13-1250,Administer County Landscape Management,03:17.9,40:24.1,bill,
co,2013A,lower,HB 13-1251,DNA Collection Misdemeanor Convictions,59:07.3,41:14.2,bill,
co,2013A,lower,HB 13-1252,Petroleum Storage Tank Redevelopment Fund,59:08.2,40:29.2,bill,
co,2013A,lower,HB 13-1253,Small Business Capital Study Report OEDIT,59:09.2,33:59.0,bill,
co,2013A,lower,HB 13-1254,Restorative Justice,58:49.1,12:08.6,bill,
co,2013A,lower,HB 13-1255,Internet Protocol Emerging Tech Telecom Incentives,58:50.4,38:15.7,bill,
co,2013A,lower,HB 13-1256,Sudden Unexpected Death In Epilepsy Reporting,59:23.6,21:04.1,bill,
co,2013A,lower,HB 13-1257,Developing Local-level Educator Evaluation Systems,04:31.7,37:04.1,bill,
co,2013A,lower,HB 13-1258,Community And Law Enforcement Trust Act,04:32.6,36:19.8,bill,
co,2013A,lower,HB 13-1259,Civil Actions Protection Orders & Domestic Orders,07:58.7,38:16.6,bill,
co,2013A,lower,HB 13-1260,Bingo Raffle Increase Games Occasions,07:59.6,12:21.1,bill,
co,2013A,lower,HB 13-1261,Use Of The Fort Lyon Correctional Facility Prop,09:17.5,35:22.5,bill,
co,2013A,lower,HB 13-1262,Allow Fraud Reports To Insurance-funded Entities,09:19.1,12:25.4,bill,
co,2013A,lower,HB 13-1263,Private Occupational School Requirements,11:00.6,38:25.6,bill,
co,2013A,lower,HB 13-1264,Repeal Of The Death Penalty,11:01.5,17:13.3,bill,
co,2013A,lower,HB 13-1265,Enter Zone Bus Facility Employee Tax Credit,11:02.0,39:28.9,bill,
co,2013A,lower,HB 13-1266,Health Insurance Alignment Federal Law,13:09.8,38:30.4,bill,
co,2013A,lower,HB 13-1267,Increase Maximum Penalty Oil Gas Violations ,13:11.5,38:40.3,bill,
co,2013A,lower,HB 13-1268,Mineral Estate Disclosure Real Property Sale,13:13.4,36:51.3,bill,
co,2013A,lower,HB 13-1269,Reduce Conflict Of Interest Oil And Gas Commission,13:15.1,41:01.1,bill,
co,2013A,lower,HB 13-1270,Refer Repeal Of Death Penalty To Citizen Vote,13:16.4,17:57.7,bill,
co,2013A,lower,HB 13-1271,Child Abuse Reporting Hotline & Child Welfare Rules,13:17.5,38:39.6,bill,
co,2013A,lower,HB 13-1272,RTD & SCFD Sales & Use Tax Base Same As State,14:36.2,12:43.6,bill,
co,2013A,lower,HB 13-1273,New Funding Local Governments Oil Gas Dev Impacts,14:37.1,37:35.8,bill,
co,2013A,lower,HB 13-1274,State Bd Of Land Commissioners Real Prop Inv,14:11.6,42:13.9,bill,
co,2013A,lower,HB 13-1275,Front Range Oil & Gas Human Health Study,14:13.5,25:24.8,bill,
