state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
fl,2013,lower,H 1163,The Florida Marriage Handbook,35:35.5,43:03.1,bill,
fl,2013,lower,H 1165,Ratification of Rules Implementing Workers' Compensation Law,35:38.0,43:03.5,bill,
fl,2013,lower,H 1167,Relief/Abbott/Palm Beach County School Board,35:40.5,43:03.6,bill,
fl,2013,lower,H 1169,"City of Jacksonville, Duval County",35:43.5,43:03.8,bill,
fl,2013,lower,H 117,Rental Car Surcharges,15:12.5,39:51.5,bill,
fl,2013,lower,H 1171,St. Lucie and Martin Counties,35:46.4,44:32.2,bill,
fl,2013,lower,H 1173,Florida Communications Fraud Act,35:49.0,43:16.5,bill,
fl,2013,lower,H 1175,Broward County,35:53.8,43:04.7,bill,
fl,2013,lower,H 1177,Mortgage Loan Servicing,35:57.2,43:04.8,bill,
fl,2013,lower,H 1179,Florida Retirement System,36:00.8,43:04.9,bill,
fl,2013,lower,H 1181,Substance Abuse Treatment Services,36:04.4,43:06.1,bill,
fl,2013,lower,H 1183,Pub. Rec./Forensic Behavioral Health Evaluations,36:08.1,43:06.2,bill,
fl,2013,lower,H 1185,Pub. Rec./Participants in Treatment-Based Drug Court Programs,36:10.7,43:06.3,bill,
fl,2013,lower,H 1187,United Nations' Agenda 21,36:13.5,43:06.4,memorial,
fl,2013,lower,H 1189,Deregulation of Professions and Occupations,36:16.2,43:06.5,bill,
fl,2013,lower,H 119,Searches and Seizures,15:12.5,41:15.5,bill,
fl,2013,lower,H 1191,Captive Insurance,36:19.6,43:25.9,bill,
fl,2013,lower,H 1193,Taxation of Property,36:23.2,36:37.4,bill,
fl,2013,lower,H 1195,Medicaid Managed Care,36:26.9,43:07.7,bill,
fl,2013,lower,H 1197,"Relief/Amie Draiemann Stephenson, Hailey Morgan Stephenson, & Christian Darby Stephenson, II/DOT",36:29.7,46:41.4,bill,
fl,2013,lower,H 1199,Black Cultural Tourism Enhancement Commission,36:32.5,43:07.9,bill,
fl,2013,lower,H 1201,Sentencing of Offenders,36:35.6,43:08.1,bill,
fl,2013,lower,H 1203,Traffic Control,36:38.6,43:08.2,bill,
fl,2013,lower,H 1205,Sovereign Immunity for Dentists and Dental Hygienists,36:42.3,43:08.3,bill,
fl,2013,lower,H 1207,Community Associations,36:45.2,43:08.6,bill,
fl,2013,lower,H 1209,Sale of Firearms and Ammunition,36:48.6,43:08.7,bill,
fl,2013,lower,H 121,Department of Economic Opportunity,15:12.5,39:53.1,bill,
fl,2013,lower,H 1211,Trust Funds/Creation/Behavioral Health Intervention and Treatment Trust Fund/DCF,36:52.3,43:08.8,bill,
fl,2013,lower,H 1213,Fireworks,36:55.2,43:08.9,bill,
fl,2013,lower,H 1215,Property Insurance,36:58.5,42:45.3,bill,
fl,2013,lower,H 1217,Credit Card Solicitations on College Campuses,37:02.2,43:09.5,bill,
fl,2013,lower,H 1219,Office of Faith-Based and Community Initiatives,37:05.1,43:09.6,bill,
fl,2013,lower,H 1221,Murder of a Child 17 Years of Age or Younger,37:08.0,36:21.7,bill,
fl,2013,lower,H 1223,Deceptive and Unfair Trade Practices,37:10.9,40:27.0,bill,
fl,2013,lower,H 1225,Administrative Procedures,37:14.0,43:10.4,bill,
fl,2013,lower,H 1227,Long-Term Care Insurance Policies,37:17.5,44:41.0,bill,
fl,2013,lower,H 1229,Firearms,37:20.2,44:42.3,bill,
fl,2013,lower,H 123,Use of Deadly Force,15:12.5,39:53.4,bill,
fl,2013,lower,H 1231,Stormwater Management System Fees,37:22.9,44:42.4,bill,
fl,2013,lower,H 1233,Genetically Engineered Foods,37:25.4,44:42.5,bill,
fl,2013,lower,H 1235,Postsecondary General Education Courses,37:28.3,44:42.7,bill,
fl,2013,lower,H 1237,Payment For Services Provided By Licensed Psychologists,37:31.0,44:42.7,bill,
fl,2013,lower,H 1239,Arts for All Students Act,37:34.1,44:42.8,bill,
fl,2013,lower,H 1241,Appointment of Attorney for Dependent Child with Disabilities,41:58.0,44:42.9,bill,
fl,2013,lower,H 1243,Elections,42:01.2,44:43.1,bill,
fl,2013,lower,H 1245,Building Construction,42:03.9,36:23.5,bill,
fl,2013,lower,H 1247,Public Model for Hurricane Loss Projections,42:08.0,44:43.7,bill,
fl,2013,lower,H 1249,State Lotteries,42:12.2,44:44.0,bill,
fl,2013,lower,H 125,Program of All-inclusive Care for the Elderly,16:24.9,34:20.0,bill,
fl,2013,lower,H 1251,Education Savings Account Program,42:15.9,44:44.1,bill,
fl,2013,lower,H 1253,Importation of Queen Conch,42:19.9,46:52.4,memorial,
fl,2013,lower,H 1255,Testing for Human Immunodeficiency Virus,42:22.1,44:44.3,bill,
fl,2013,lower,H 1257,Sales of Dogs and Cats,42:26.0,44:44.4,bill,
fl,2013,lower,H 1259,Elections,42:29.3,44:44.5,bill,
fl,2013,lower,H 1261,State Contracting,42:33.5,46:53.5,bill,
fl,2013,lower,H 1263,School Improvement Plans,42:37.7,44:44.7,bill,
fl,2013,lower,H 1265,State Board of Education,42:41.1,40:30.1,bill,
fl,2013,lower,H 1267,Charter Schools,42:44.0,44:44.9,bill,
fl,2013,lower,H 1269,Relief/Donald Brown/District School Board of Sumter County,42:48.3,44:45.0,bill,
fl,2013,lower,H 127,District School Boards,16:24.9,39:53.8,bill,
fl,2013,lower,H 1271,"Central County Water Control District, Hendry County",42:51.2,42:43.1,bill,
fl,2013,lower,H 1273,Religious-Exempt Child Care Programs,44:49.3,40:30.5,bill,
fl,2013,lower,H 1275,Educator Preparation,44:53.2,44:45.3,bill,
fl,2013,lower,H 1277,Mental Health,44:56.7,44:45.5,bill,
fl,2013,lower,H 1279,High School Athletics,45:00.4,36:25.7,bill,
fl,2013,lower,H 1281,"East County Water Control District, Hendry & Lee Counties",45:04.9,42:44.0,bill,
fl,2013,lower,H 1283,Nassau County,45:07.9,42:44.2,bill,
fl,2013,lower,H 1285,"Tallahassee-Leon County Civic Center Authority, Leon County",45:10.1,42:44.5,bill,
fl,2013,lower,H 1287,"Tohopekaliga Water Authority, Osceola County",45:12.8,42:44.6,bill,
fl,2013,lower,H 1289,Interlocal Agreements,45:15.9,44:46.8,bill,
fl,2013,lower,H 129,Disability Awareness,16:24.9,39:54.2,bill,
fl,2013,lower,H 1291,Alcohol or Drug Impairment,45:19.3,44:47.0,bill,
fl,2013,lower,H 1293,Streamlined Sales and Use Tax Agreement,45:27.8,44:47.1,memorial,
fl,2013,lower,H 1295,Discretionary Sales Surtaxes,45:30.9,44:47.2,bill,
fl,2013,lower,H 1297,Pub. Rec./Florida False Claims Act,45:34.2,36:57.3,bill,
fl,2013,lower,H 1299,Transportation,45:37.3,44:47.6,bill,
fl,2013,lower,H 13,Use of Wireless Communications Devices While Driving,11:44.8,04:33.9,bill,
fl,2013,lower,H 1301,Child Care Facilities,45:43.7,47:02.6,bill,
fl,2013,lower,H 1303,Mortgage Principal Reduction Program,45:46.6,44:48.2,bill,
fl,2013,lower,H 1305,Punitive Damages,45:50.2,44:48.3,bill,
fl,2013,lower,H 1307,Financing of Motor Vehicles,45:53.6,44:48.4,bill,
fl,2013,lower,H 1309,Governmental Accountability,45:57.3,37:16.7,bill,
fl,2013,lower,H 131,Juvenile Expunction,16:24.9,39:54.4,bill,
fl,2013,lower,H 1311,Pub. Rec./DSO/Office of Supplier Diversity/DMS,46:04.1,44:58.5,bill,
fl,2013,lower,H 1313,Assisted Living Facilities,46:07.1,44:58.6,bill,
fl,2013,lower,H 1315,Independent Living,46:11.7,42:08.8,bill,
fl,2013,lower,H 1317,Marketable Record Title,46:18.1,44:59.2,bill,
fl,2013,lower,H 1319,Assisted Living Facilities,46:21.2,44:59.5,bill,
fl,2013,lower,H 1321,"Florida Keys Aqueduct Authority, Monroe County",46:29.5,36:40.2,bill,
fl,2013,lower,H 1323,Medicaid Eligibility,46:32.2,36:40.4,bill,
fl,2013,lower,H 1325,Victims of Human Trafficking,46:35.4,38:53.6,bill,
fl,2013,lower,H 1327,Pub. Rec./Crim. Hist./Human Trafficking Victims,46:39.2,38:54.0,bill,
fl,2013,lower,H 1329,Citizens Property Insurance Corporation,46:42.2,45:01.0,bill,
fl,2013,lower,H 133,High School Course Options,16:24.9,39:54.5,bill,
fl,2013,lower,H 1331,Broward County/Council for Services for Seniors,46:45.5,45:01.1,bill,
fl,2013,lower,H 1333,Public Records/Toll Facilities,46:48.9,25:19.8,bill,
fl,2013,lower,H 1335,Traffic Offenses,46:51.9,45:01.3,bill,
fl,2013,lower,H 1337,Supplier Diversity,46:54.3,45:01.4,bill,
fl,2013,lower,H 1339,Residential Properties,46:57.5,45:01.5,bill,
fl,2013,lower,H 1341,Charter Schools,47:01.8,47:14.0,bill,
fl,2013,lower,H 1343,Weapons or Firearms,47:06.2,45:01.9,bill,
fl,2013,lower,H 1345,State Judicial System,47:09.6,45:01.9,bill,
fl,2013,lower,H 1347,Trust Funds/Fiscal Stability TF/State Courts System,47:13.2,45:02.0,bill,
fl,2013,lower,H 1349,Presidential Preference Primaries,47:16.3,45:02.1,bill,
fl,2013,lower,H 135,Spaceport Territory,16:24.9,34:05.8,bill,
fl,2013,lower,H 1351,Care of Children in Nursing Home Facilities,47:19.1,45:02.1,bill,
fl,2013,lower,H 1353,Ticket Sales,47:22.7,45:02.2,bill,
fl,2013,lower,H 1355,Purchase of Firearms by Mentally Ill Persons,47:26.9,47:15.5,bill,
fl,2013,lower,H 1357,"Guaranteed Energy, Water, & Wastewater Performance Savings Contracting Act",47:30.3,46:39.3,bill,
fl,2013,lower,H 1359,Relief/Jennifer Wohlgemuth/Pasco County Sheriff's Office,47:34.2,40:38.2,bill,
fl,2013,lower,H 1361,Relief/Melvin and Alma Colindres/City of Miami,47:37.2,45:03.1,bill,
fl,2013,lower,H 1363,Relief/Javier Soria/Palm Beach County,47:40.6,45:03.2,bill,
fl,2013,lower,H 1365,"Reedy Creek Improvement District, Orange & Osceola Counties",46:40.0,45:03.3,bill,
fl,2013,lower,H 1367,"Tampa Port Authority, Hillsborough County",46:42.7,42:52.3,bill,
fl,2013,lower,H 1369,Stop-Payment Orders,46:45.9,45:03.5,bill,
fl,2013,lower,H 137,Department of Citrus,16:24.9,34:21.1,bill,
fl,2013,lower,H 1371,District School Tax,46:48.7,45:03.6,bill,
fl,2013,lower,H 1373,Immigrant Entrepreneur & STEM Student Recruitment & Retention Act,46:51.1,45:03.7,bill,
fl,2013,lower,H 1375,Pink Slime,46:54.0,45:03.8,memorial,
fl,2013,lower,H 1377,Beef Labeling,46:56.8,45:03.9,bill,
fl,2013,lower,H 1379,Service of Process,46:59.8,36:45.1,bill,
fl,2013,lower,H 1381,Value Adjustment Boards,47:03.6,45:04.3,bill,
fl,2013,lower,H 1383,Patient Lifting and Handling Practices,47:06.8,45:04.5,bill,
fl,2013,lower,H 1385,Relief/Altavious Carter/Palm Beach County School Board,47:09.6,47:21.1,bill,
fl,2013,lower,H 1387,Presuit Discovery in Medical Negligence Actions,47:12.2,45:04.7,bill,
fl,2013,lower,H 1389,Taiwan Memorial,47:15.5,47:21.4,memorial,
fl,2013,lower,H 139,Minimum Salaries for New and Experienced Full-Time Teachers in Public Schools,16:54.3,39:55.3,joint resolution,
fl,2013,lower,H 1391,Children Who Are Deaf Or Hard Of Hearing,47:18.3,45:04.9,bill,
fl,2013,lower,H 1393,Agricultural Storage and Shipping Containers,47:21.6,36:46.5,bill,
fl,2013,lower,H 1395,Discretionary School Sales Surtax,47:24.8,45:05.4,bill,
fl,2013,lower,H 1397,Health Care,47:27.8,45:05.5,bill,
fl,2013,lower,H 1399,Firefighter and Police Officer Pension Plans,47:32.5,45:05.6,bill,
fl,2013,lower,H 1401,Reigniting Education Achievement with Coordinated Help Pilot Program,47:37.2,45:05.8,bill,
fl,2013,lower,H 1403,"Key Largo Wastewater Treatment District, Monroe County",47:40.6,42:54.8,bill,
fl,2013,lower,H 1405,Captivity of Robert Levinson in Iran,47:43.7,36:47.9,memorial,
fl,2013,lower,H 1407,State Uniform Traffic Control,47:46.4,45:06.3,bill,
fl,2013,lower,H 1409,Trust Funds/Charter School Educational Facility TF/Department of Education,47:49.5,45:06.3,bill,
fl,2013,lower,H 141,Florida Clean Indoor Air Act,16:54.3,47:35.8,bill,
fl,2013,lower,H 1411,Pinellas County,54:58.9,42:55.3,bill,
fl,2013,lower,H 1413,Relief/Acosta/Miami-Dade County,55:02.0,45:06.6,bill,
fl,2013,lower,H 1415,Relief/Miller/City of Hollywood,59:51.2,45:06.7,bill,
fl,2013,lower,H 1417,Relief/Maricelly Lopez/City of North Miami,00:23.1,47:26.5,bill,
fl,2013,lower,H 1419,No Subject Available,24:34.0,24:34.0,bill,
fl,2013,lower,H 1421,Madison County,43:13.7,46:51.7,bill,
fl,2013,lower,H 143,Vision Screening of Preschool Students,16:54.3,39:55.7,bill,
fl,2013,lower,H 145,Letters of Credit Issued by a Federal Home Loan Bank,17:35.6,41:56.3,bill,
fl,2013,lower,H 147,Governing Board of Southwest Florida Water Management District,17:35.6,47:36.0,bill,
fl,2013,lower,H 149,Safe Work Environments,17:35.6,39:56.2,bill,
fl,2013,lower,H 15,Funerals and Burials,11:44.8,41:02.2,bill,
fl,2013,lower,H 151,Haitian Family Reunification Parole Program,17:35.6,40:42.7,memorial,
fl,2013,lower,H 153,Economic Development,17:35.6,39:56.5,bill,
fl,2013,lower,H 155,Prohibition of Electronic Gambling Devices,17:35.6,04:37.5,bill,
fl,2013,lower,H 157,Delivery of Insurance Policies,17:35.6,40:50.7,bill,
fl,2013,lower,H 159,Sentencing for Controlled Substance Violations,17:35.7,39:57.8,bill,
fl,2013,lower,H 161,Volunteers for Organized Youth Sports and Recreation Programs,17:35.7,43:05.6,bill,
fl,2013,lower,H 163,Ticket Sales,17:35.7,34:23.1,bill,
fl,2013,lower,H 165,Professional Sports Franchise Facilities,17:35.7,39:59.8,bill,
fl,2013,lower,H 167,Annuities,17:35.7,40:52.2,bill,
fl,2013,lower,H 169,Tenants,17:35.7,40:00.7,bill,
fl,2013,lower,H 17,Resident Status for Tuition Purposes,11:44.8,39:19.8,bill,
fl,2013,lower,H 171,Disposition of Human Remains,19:12.6,34:48.5,bill,
fl,2013,lower,H 173,Death Certificates,19:12.6,40:01.4,bill,
fl,2013,lower,H 175,Condominiums,19:12.6,38:34.2,bill,
fl,2013,lower,H 177,Relief/J.D.S./Agency for Persons with Disabilities,19:12.6,40:02.2,bill,
fl,2013,lower,H 179,Eminent Domain Proceedings,19:12.7,38:10.9,bill,
fl,2013,lower,H 181,Public Works Projects,19:12.7,40:02.9,bill,
fl,2013,lower,H 183,Stormwater Management Permits,19:12.7,34:24.7,bill,
fl,2013,lower,H 185,"Funerals, Burials, and Memorial Services",19:12.7,40:03.3,bill,
fl,2013,lower,H 187,Assisted Living Facilities,19:12.7,40:03.4,bill,
fl,2013,lower,H 189,Maximum Class Size,20:33.8,40:03.6,bill,
fl,2013,lower,H 19,Grandparent Visitation Rights,11:44.8,39:19.9,bill,
fl,2013,lower,H 191,Theft of Utility Services,20:33.8,41:22.8,bill,
fl,2013,lower,H 193,Sentences of Inmates,20:33.8,40:04.2,bill,
fl,2013,lower,H 195,Emergency Medical Services,20:33.8,34:51.3,bill,
fl,2013,lower,H 197,Educational Personnel Evaluation,20:33.8,40:04.6,bill,
fl,2013,lower,H 199,Lease of Sovereignty Submerged Lands for Private Docks,20:33.8,40:04.7,bill,
fl,2013,lower,H 201,Renovation of Educational Facilities,20:33.8,40:07.1,bill,
fl,2013,lower,H 203,Agricultural Lands,20:36.4,34:26.1,bill,
fl,2013,lower,H 205,Students with Limited English Proficiency,20:36.4,40:08.0,bill,
fl,2013,lower,H 207,Certified Registered Nurse Anesthetists,20:36.4,47:39.0,bill,
fl,2013,lower,H 209,Lake-Sumter Community College,20:36.4,34:00.3,bill,
fl,2013,lower,H 21,Background Screening for Noninstructional Contractors on School Grounds,11:44.8,39:30.8,bill,
fl,2013,lower,H 211,Florida Insurance Guaranty Association,23:29.9,40:08.7,bill,
fl,2013,lower,H 213,College and Career Readiness,23:30.0,43:15.6,bill,
fl,2013,lower,H 215,Dependent Children,23:30.0,43:49.4,bill,
fl,2013,lower,H 217,Money Services Businesses,23:30.0,40:53.1,bill,
fl,2013,lower,H 219,Professional Sports Franchises,23:30.0,40:10.5,bill,
fl,2013,lower,H 221,Enterprise Zones,23:30.0,40:10.7,bill,
fl,2013,lower,H 223,Insurance,23:30.0,40:57.6,bill,
fl,2013,lower,H 225,Education Personnel Evaluation,23:30.0,40:11.2,bill,
fl,2013,lower,H 227,Vessels,23:30.0,40:11.3,bill,
fl,2013,lower,H 229,Land Trusts,23:30.2,38:15.3,bill,
fl,2013,lower,H 23,Public Meetings,11:44.8,37:55.2,bill,
fl,2013,lower,H 231,Family Law,23:30.2,41:26.6,bill,
fl,2013,lower,H 233,Governmental Ethics,23:30.2,40:13.0,bill,
fl,2013,lower,H 235,Requirements for Driver Licenses,23:30.2,34:59.5,bill,
fl,2013,lower,H 237,Florida Tax Credit Scholarship Program,23:30.3,40:13.6,bill,
fl,2013,lower,H 239,Practice of Optometry,23:30.3,40:59.5,bill,
fl,2013,lower,H 241,Community Health Workers,23:30.3,34:31.5,bill,
fl,2013,lower,H 243,Relief/Mark T. Sawicki & Sharon L Sawicki/City of Tallahassee,23:30.3,40:15.3,bill,
fl,2013,lower,H 245,Commercial Parasailing,23:30.3,40:15.4,bill,
fl,2013,lower,H 247,Paper Reduction,23:30.3,38:16.0,bill,
fl,2013,lower,H 249,Public Records Exemption,23:30.3,38:16.6,bill,
fl,2013,lower,H 25,Elections,11:44.8,39:20.5,bill,
fl,2013,lower,H 251,Public Depositories,23:30.3,40:16.9,bill,
fl,2013,lower,H 253,Protection of Vulnerable Adults,23:30.3,40:17.0,bill,
fl,2013,lower,H 255,Enterprise Zones/City of Delray Beach,23:30.3,40:17.7,bill,
fl,2013,lower,H 257,Game Promotions,23:30.3,40:17.8,bill,
fl,2013,lower,H 259,Families First,23:30.3,40:17.9,bill,
fl,2013,lower,H 261,Unemployment Compensation,23:30.4,40:18.0,bill,
fl,2013,lower,H 263,Disposition of Unclaimed Property,23:30.4,21:08.2,bill,
fl,2013,lower,H 265,Florida Wildflower License Plate,23:30.4,41:12.9,bill,
fl,2013,lower,H 267,Real Property Liens and Conveyances,23:30.4,38:20.0,bill,
fl,2013,lower,H 269,Building Construction,23:30.4,41:29.0,bill,
fl,2013,lower,H 27,Florida Law Enforcement Officers' Hall of Fame,11:44.8,39:20.6,bill,
fl,2013,lower,H 271,False Personation,23:30.6,43:31.9,bill,
fl,2013,lower,H 273,Eminent Domain,23:30.6,40:19.9,bill,
fl,2013,lower,H 275,State Lotteries,23:30.6,40:20.0,bill,
fl,2013,lower,H 277,Assessment of Residential and Nonhomestead Real Property,25:37.1,41:20.7,bill,
fl,2013,lower,H 279,Rental of Homestead Property,25:37.1,40:20.6,bill,
fl,2013,lower,H 281,Surgical Assistants and Surgical Technologists,25:37.1,40:20.9,bill,
fl,2013,lower,H 283,Fine Arts Courses,25:37.2,40:21.2,bill,
fl,2013,lower,H 285,Commission on Ethics,25:37.2,40:21.6,bill,
fl,2013,lower,H 287,Pub. Rec. & Meetings/Commission on Ethics,25:37.2,40:21.8,bill,
fl,2013,lower,H 289,State Employee Salaries,25:37.2,40:22.0,bill,
fl,2013,lower,H 29,Resident Status for Tuition Purposes,11:44.8,39:20.7,bill,
fl,2013,lower,H 291,"Use, Prevention, & Reduction of Seclusion & Restraint on Students with Disabilities in Public Schools",25:37.2,40:22.1,bill,
fl,2013,lower,H 293,Department of Law Enforcement,25:37.2,47:43.5,bill,
fl,2013,lower,H 295,American Founders' Month,25:37.2,34:36.4,bill,
fl,2013,lower,H 297,Pub. Rec. & Meetings/Governmental Ethics,25:37.2,40:22.7,bill,
fl,2013,lower,H 299,Targeted Economic Development,25:37.2,40:22.9,bill,
fl,2013,lower,H 3,Child Safety Devices in Motor Vehicles,11:44.8,39:18.5,bill,
fl,2013,lower,H 301,Cancer Treatment,25:37.2,21:13.3,bill,
fl,2013,lower,H 303,Communications Services Tax,25:37.2,40:23.3,bill,
fl,2013,lower,H 305,Certified Registered Nurse Anesthetists,25:37.2,40:23.4,bill,
fl,2013,lower,H 307,Preference in Award of Governmental Contracts,25:37.2,40:23.6,bill,
fl,2013,lower,H 309,Renewable Energy Producers,25:37.2,40:23.8,bill,
fl,2013,lower,H 31,Public School Funding,11:44.9,39:21.0,bill,
fl,2013,lower,H 311,"Costs of Prosecution, Investigation, and Representation",25:37.2,40:31.3,bill,
fl,2013,lower,H 313,Medicaid Dental Services,25:37.2,40:24.3,bill,
fl,2013,lower,H 315,Senior Services,25:37.2,40:24.4,bill,
fl,2013,lower,H 317,Mental Health Treatment,25:37.2,43:38.1,bill,
fl,2013,lower,H 319,Community Transportation Projects,25:37.2,34:26.9,bill,
fl,2013,lower,H 321,Community Development,25:37.3,34:38.6,bill,
fl,2013,lower,H 323,Flag Etiquette,25:37.3,38:23.4,bill,
fl,2013,lower,H 325,School Safety,25:37.3,40:26.4,bill,
fl,2013,lower,H 327,Trust Funds/Creation/Safe Schools Trust Fund/DOE,25:37.3,40:26.6,bill,
fl,2013,lower,H 329,Mobile Home Park Tenancies,25:37.3,40:26.7,bill,
fl,2013,lower,H 33,State Lands,11:44.9,39:21.3,bill,
fl,2013,lower,H 331,Self-Defense,25:37.3,40:26.9,bill,
fl,2013,lower,H 333,Fish and Wildlife Conservation Commission,25:37.3,38:23.9,bill,
fl,2013,lower,H 335,Property and Casualty Insurance Rates and Forms,25:37.3,40:38.1,bill,
fl,2013,lower,H 337,Political Party Executive Committees,25:37.3,40:28.5,bill,
fl,2013,lower,H 339,Developmental Disabilities,25:37.3,40:28.6,bill,
fl,2013,lower,H 341,Uninsured Motorist Insurance Coverage,25:37.3,38:27.0,bill,
fl,2013,lower,H 343,Wrap-Up Insurance Policies,25:37.3,38:27.3,bill,
fl,2013,lower,H 345,Northeast Florida Regional Transportation Commission,25:37.3,38:25.6,bill,
fl,2013,lower,H 347,Alcoholic Beverages,25:37.3,41:12.9,bill,
fl,2013,lower,H 349,Treatment Programs for Impaired Licensees and Applicants,25:37.3,40:39.4,bill,
fl,2013,lower,H 35,Florida Bright Futures Scholarship Program,11:44.9,47:25.6,bill,
fl,2013,lower,H 351,Application of Foreign Law in Certain Cases,26:21.6,39:18.0,bill,
fl,2013,lower,H 353,Juvenile Justice,26:21.6,34:43.2,bill,
fl,2013,lower,H 355,Department of Transportation,26:21.6,40:31.9,bill,
fl,2013,lower,H 357,Manufacturing Development,26:21.6,41:38.5,bill,
fl,2013,lower,H 359,Public Meetings by Higher Education & Workforce Subcommittee,26:21.6,34:44.0,bill,
fl,2013,lower,H 361,Public Meetings/Criminal Justice Commissions,26:21.6,38:27.7,bill,
fl,2013,lower,H 363,Disabled Parking Permits,26:21.6,43:48.4,bill,
fl,2013,lower,H 365,Pharmacy,26:21.6,36:47.9,bill,
fl,2013,lower,H 367,Basic Rights,26:21.6,40:33.6,joint resolution,
fl,2013,lower,H 369,School Emergencies,26:21.6,36:48.5,bill,
fl,2013,lower,H 37,High School Diploma Options,11:44.9,47:25.7,bill,
fl,2013,lower,H 371,Homestead Foreclosure Relief,26:21.6,40:34.0,bill,
fl,2013,lower,H 373,Charter Schools,26:21.6,40:34.1,bill,
fl,2013,lower,H 375,Onsite Sewage Treatment and Disposal Systems,26:21.6,34:46.6,bill,
fl,2013,lower,H 377,Common Core State Standards,30:16.1,40:34.9,bill,
fl,2013,lower,H 379,Ethics,30:16.1,40:35.0,bill,
fl,2013,lower,H 381,Pub. Rec. & Meetings/Ethics,30:16.1,40:35.2,bill,
fl,2013,lower,H 383,Interstate Insurance Product Regulation Compact,30:16.1,42:01.0,bill,
fl,2013,lower,H 385,Overseas Voter Ballots,30:16.1,40:36.2,bill,
fl,2013,lower,H 387,Florida Bright Futures Scholarship Program,30:16.1,40:36.3,bill,
fl,2013,lower,H 389,Military Affairs,30:16.1,40:36.5,bill,
fl,2013,lower,H 39,Public Accountancy,11:44.9,40:14.5,bill,
fl,2013,lower,H 391,"Exemptions from Tax on Sales, Use, & Other Transactions",30:16.1,40:36.9,bill,
fl,2013,lower,H 393,Recording of Custodial Interrogations,30:16.1,40:37.3,bill,
fl,2013,lower,H 395,Abortion,30:16.1,40:37.5,bill,
fl,2013,lower,H 397,Constitutional Amendments,30:16.1,40:37.7,bill,
fl,2013,lower,H 399,Florida College System Institution Police Officers,30:16.1,42:14.9,bill,
fl,2013,lower,H 4001,Florida Renewable Fuel Standard Act,11:45.0,46:52.3,bill,
fl,2013,lower,H 4003,Nuclear and Integrated Gasification Combined Cycle Power Plants,11:45.0,45:07.4,bill,
fl,2013,lower,H 4005,Death Penalty,12:22.0,43:51.6,bill,
fl,2013,lower,H 4007,Powers and Duties of Department of Environmental Protection,13:36.2,36:50.3,bill,
fl,2013,lower,H 4009,Use of Deadly Force in Defense of a Person,15:12.5,45:07.8,bill,
fl,2013,lower,H 401,Tax-Exempt Income,30:16.1,40:38.2,bill,
fl,2013,lower,H 4011,Traffic Infraction Detectors,16:54.4,45:07.9,bill,
fl,2013,lower,H 4013,Tax Refund Programs,17:35.8,36:28.8,bill,
fl,2013,lower,H 4015,Motorcycle Equipment,20:36.4,45:08.4,bill,
fl,2013,lower,H 4017,Privacy of Firearm Owners,25:37.4,45:08.5,bill,
fl,2013,lower,H 4019,Juvenile Justice,26:21.7,36:50.9,bill,
fl,2013,lower,H 4021,County Delinquency Programs and Facilities,40:12.1,47:29.8,bill,
fl,2013,lower,H 4023,Kidcare,42:43.4,47:29.9,bill,
fl,2013,lower,H 4025,Student Fee Exemptions,42:47.5,45:08.9,bill,
fl,2013,lower,H 4027,Florida Forest Service,48:33.8,45:09.0,bill,
fl,2013,lower,H 4029,Governor's Private Secretary,58:06.1,36:51.3,bill,
fl,2013,lower,H 403,Public Records,30:16.1,40:38.4,bill,
fl,2013,lower,H 4031,Home Health Agencies,03:37.3,47:30.8,bill,
fl,2013,lower,H 4033,Technological Research & Development Authority,17:01.3,45:12.5,bill,
fl,2013,lower,H 4035,Developments of Regional Impact,17:04.5,45:09.3,bill,
fl,2013,lower,H 4037,Broward County/Saltwater Fishing,17:09.0,42:57.7,bill,
fl,2013,lower,H 4039,Broward County/Fishing,17:11.6,42:57.8,bill,
fl,2013,lower,H 4041,Developments of Regional Impact,37:38.4,45:09.7,bill,
fl,2013,lower,H 4043,Florida Building Code,37:41.3,45:09.8,bill,
fl,2013,lower,H 4045,Agricultural Lands,37:43.9,45:13.5,bill,
fl,2013,lower,H 4047,Public School Parental Choice,37:46.3,45:10.2,bill,
fl,2013,lower,H 4049,Statewide School Safety Hotline,37:49.1,45:10.3,bill,
fl,2013,lower,H 405,Garnishment,30:16.1,38:35.1,bill,
fl,2013,lower,H 4051,Service Learning,37:51.5,45:10.3,bill,
fl,2013,lower,H 4053,"City of Pensacola, Escambia County",47:47.9,42:58.3,bill,
fl,2013,lower,H 4055,Sales and Use Tax on Services,47:52.7,45:10.5,bill,
fl,2013,lower,H 4057,Criminal Proceedings,47:55.6,45:10.6,bill,
fl,2013,lower,H 407,Criminal Gang Prevention,30:16.1,35:04.8,bill,
fl,2013,lower,H 409,Health Insurance,30:16.1,40:39.3,bill,
fl,2013,lower,H 41,State Employee Salaries,11:44.9,39:22.7,bill,
fl,2013,lower,H 411,Children's Initiatives,30:16.1,36:52.9,bill,
fl,2013,lower,H 413,Physical Therapy,30:16.1,40:45.5,bill,
fl,2013,lower,H 415,Brownfields,30:16.2,34:54.7,bill,
fl,2013,lower,H 417,Commercial Breeding of Animals,30:16.2,40:46.0,bill,
fl,2013,lower,H 419,"Tax On Sales, Use, & Other Transactions",30:16.2,40:46.1,bill,
